label, text
 Information business, Social Media Content Management Platform
 Power System, Isolation transformer
 Motor oil, High efficiency oil filter system
 nuclear power, Nuclear Power Project Proposal Review
 Steel, Steel rolling
 Power battery system, Battery protection board
 Truck, Automobile rear suspension
 Monitoring unit, High-definition monitoring system
 Satellite communication transmission equipment, Satellite receiver
 Coal-fired generators, Pressure control system
 Management Consulting, Organizational structure design
 Warehousing Services, Refined inventory management
 Pigments, High efficiency dyes
 Management Consulting, Enterprise innovation capability assessment
 Power Generation Machinery, Wind power system capacity planning
 New energy logistics vehicle, Electric mini truck
 Video surveillance equipment, Video quality optimization software
 New Energy Vehicles, New energy vehicle intelligent charging system
Automation control products, Transmission controller
 Glasses, Movie glasses
 nuclear power, Nuclear power risk management
 Charging station service, Electric Vehicle Owner Service Center
 Temperature Sensor, Laser temperature sensor
 lubricating oil, Tire lubricant
 Charging station service, Solar Charging Station
 Solar cell modules, Intelligent Optimization of Solar Power Generation Systems
 Mechanical Equipment, CNC milling machine
 Steel, I-beam
 Power Equipment, Mobile energy storage equipment
 Industrial gas processing equipment, Combustion waste gas treatment equipment
 Engine parts, Timing belt
 Truck, Truck brake system
 Integrated control system, Motor drive system
 Crystalline silicon material, Silicon solar module encapsulation materials
 Inorganic Fiber, Aluminum silicate fiber composite material
 Wind power plant development and construction, Wind farm IT infrastructure construction
 Temperature Sensor, Frequency conversion temperature sensor
 Temperature Sensor, Thermocouple Interface Converter
 Car maintenance and repair, Transmission repair
 Engine parts, Piston rings
Automation control products, Temperature and humidity controller
 Car interior products, Car audio speakers
 Steel, Steel Recycling Services
 Automobile, Car driving recorder
 Automobile, Automobile Electric Power Steering
 Warehousing and distribution, Delivery vehicle inspection service
 Body accessories, Electric window regulators
 Car Repair, Car Heating System Repair
 oil, Oil Operation Safety
 Motor oil, Automobile oil tester
 New energy logistics vehicle, Charging Station
 Solar cell modules, Solar Charger
 Metal Crafts, Steel Craft Wall Decoration
 Information business, Social event tracking platform
 Motor oil, Oil circulation system
 Testing machine, Plastic tensile testing machine
 Inorganic Fiber, Titanium fiber fire protection material
 Motor, Motor repair tools
 Integrated control system, Production line scheduling system
 Commercial trade services, Quality Control Services
 Decoration, Antimicrobial Materials
 Photovoltaic power station operation, Power station load test
 Information business, Personalized news recommendation service
 Monitoring unit, Battery Management System Monitoring
 Mechanical Equipment, oven
 Motor, Motor drive software
 Power System, Voltage stabilizing transformer
 Intelligent transportation equipment, Intelligent Traffic Image Processing System
 oil, Fuel oil testing
 Iron and Steel Metallurgy, Alloy Recovery
 Inorganic Fiber, Zirconium fiber reinforced composites
 Coal-fired generators, Power plant integrated management system
 Energy storage machine, Solar energy storage battery pack
 Truck, Oil Pump
 Power battery system, Battery pack long life design
 Power Equipment, Power Distribution Unit (PDU)
 Coal-fired generators, Coal transportation pipeline
 Motor, Micro motor
 Metal smelting and processing, Smelting furnace
 Brokerage Agent, Mobile Payment Agent
 Metal Crafts, Stainless steel tea set
 Photovoltaic modules, Photovoltaic system communication module
 Mechanical Equipment, Centrifuge
 Rim, Hot air drying rims
 Wind power operation, Optimizing wind turbine power generation efficiency in wind farms
 Wind power, Wind power project insurance services
 Mechanical Equipment, Lifting equipment
 Body accessories, Car Window Heaters
 Automobile, Car electric seat
 Power battery system, Battery Safe Recycling Certification
 Power Equipment,Power System Emergency Response Training
 fastener, Eyebolt
 Energy Management System, Battery Energy Storage Dispatch System
 Coal-fired generators, Coal-fired boiler
 Warehousing and distribution, Warehouse equipment operation training
 Wind power operation, Wind Farm Investment Analysis
 Auto Finance, Youth Car Loan Program
 Warehousing and distribution, Distribution site management services
 Construction Machinery, Road sweeper
 Brokerage Agent, Contract agency services
 fastener, Hexagonal bolts
 Satellite navigation application system, Urban rail transit vehicle positioning
 oil, Oil value-added products
 Iron and Steel Metallurgy, High Strength Steel
 Thermal imaging camera, Infrared thermal imager temperature accuracy calibration
 Integrated control system, Power distribution system
 Warehousing Services, Automated storage and retrieval system
 Glasses, High-performance sports eyewear
 Car Repair, Wheel alignment
 trading, Exhibition Services
 Energy Management System, Intelligent photovoltaic controller
 Monitoring unit, Intelligent traffic monitoring
 Power System, Power cable
 Car Repair, Air conditioning pressure detection
 Body accessories, Electric window heating device
 Power Equipment,Energy storage battery module
 Photovoltaic power station operation, Power management system
 Mechanical Equipment, Automated testing equipment
 Engine parts, Water pump coupling
 Warehousing and distribution, Cold storage management system
 Pumped Storage,High efficiency generator set service
 Solar cell modules, Solar cell protection device
 Management Consulting, Corporate debt restructuring consulting
 trading, International foreign exchange trading consultation
 Motor oil, Lubricating oil blending
 Power transmission equipment, Low voltage switchgear
 Photovoltaic modules, Photovoltaic cells
 Decoration, dishwasher
 Decoration, Curtain Wall
 Management Consulting, Global Supply Chain Optimization
 Steel, Wire Rope
